Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2008,1223,Samsung Heavy Industries,Capital Goods,South Korea,6860.0,170,9730.0,7860.0
2009,868,Samsung Heavy Industries,Capital Goods,South Korea,9030.0,510,11460.0,3270.0
2010,743,Samsung Heavy Industries,Capital Goods,South Korea,8570.0,480,21090.0,4910.0
2011,745,Samsung Heavy Industries,Capital Goods,South Korea,11284.0,602.1,17701.0,7111.0
2012,774,Samsung Heavy Industries,Capital Goods,South Korea,11557.0,734.6,14248.0,8223.0
2013,795,Samsung Heavy Industries,Capital Goods,South Korea,12870.0,707.4,15638.0,7547.0
2014,898,Samsung Heavy Industries,Capital Goods,South Korea,13550.0,577.3,16513.0,6898.0
2015,1503,Samsung Heavy Industries,Capital Goods,South Korea,12235.0,141.8,15578.0,3617.0
2016,1687,Samsung Heavy Industries,Capital Goods,South Korea,8583.0,-1065.0,14756.0,2063.0
2017,1696,Samsung Heavy Industries,Capital Goods,South Korea,8976.0,-104.5,14255.0,3386.0
